tenant_id,unit_id,full_name,email,phone,lease_start,lease_end,monthly_rent,deposit,status,lease_duration_days,days_to_expiry,lease_expired,expiry_bucket,lease_term_type,market_rent,unit_type,sqft,loss_to_lease,loss_to_lease_pct,concession_flag,total_charges,paid_on_time,partial_count,delinquent_count,total_due,total_paid,collection_rate,payment_reliability,delinquency_risk_score,risk_tier
T00881,U01116,Joseph Wang,fstone@example.net,422.857.7545x847,2022-08-11,2023-08-11,1924.0,1924.0,Active,365,-969,1,Expired,Standard (6-12mo),1942.0,1BR/1BA,680,18.0,0.93,0,,,,,,,,,,
T00882,U01120,Kenneth Johnson,christinedixon@example.net,001-476-383-1608x2717,2023-02-27,2024-02-27,1702.0,1702.0,Active,365,-769,1,Expired,Standard (6-12mo),1812.0,1BR/1BA,702,110.0,6.07,1,3.0,3.0,0.0,0.0,5106.0,5106.0,100.0,100.0,0.0,Low Risk
T00883,U01121,Daniel Ramos,sararios@example.org,8524229993,2021-08-14,2022-08-14,1677.0,1677.0,Notice to Vacate,365,-1331,1,Expired,Standard (6-12mo),1880.0,1BR/1BA,743,203.0,10.8,1,,,,,,,,,,
T00884,U01123,Morgan Lloyd,bowmanjoel@example.net,(732)655-3983,2022-08-01,2023-08-01,1633.0,1633.0,Notice to Vacate,365,-979,1,Expired,Standard (6-12mo),1837.0,1BR/1BA,771,204.0,11.11,1,,,,,,,,,,
T00885,U01124,Bryan Hardy,fmclaughlin@example.org,(964)330-9544,2022-11-15,2023-11-15,1467.0,1467.0,Active,365,-873,1,Expired,Standard (6-12mo),1589.0,1BR/1BA,679,122.0,7.68,1,,,,,,,,,,
T00886,U01125,Jeremy Summers,ksmith@example.org,912.705.3978x713,2021-06-23,2022-06-23,1607.0,1607.0,Active,365,-1383,1,Expired,Standard (6-12mo),1687.0,1BR/1BA,650,80.0,4.74,0,,,,,,,,,,
T00887,U01126,Trevor Bautista,davidjohnson@example.net,001-912-956-0832x00487,2021-12-31,2023-07-02,1660.0,1660.0,Active,548,-1009,1,Expired,Long-Term (>12mo),1759.0,1BR/1BA,790,99.0,5.63,1,,,,,,,,,,
T00888,U01127,Daniel Singh,elizabeth52@example.org,+1-786-300-3044x3619,2024-05-13,2025-05-13,1836.0,1836.0,Active,365,-328,1,Expired,Standard (6-12mo),1909.0,1BR/1BA,661,73.0,3.82,0,10.0,8.0,1.0,1.0,18360.0,16139.0,87.9,80.0,52.0,High Risk
T00889,U01128,Gregory Wiggins,monicaduncan@example.org,5299295014,2021-11-04,2022-11-04,1764.0,1764.0,Active,365,-1249,1,Expired,Standard (6-12mo),1847.0,1BR/1BA,833,83.0,4.49,0,,,,,,,,,,
T00890,U01129,Sean Dixon,salazarjames@example.org,001-367-413-9719,2022-08-11,2023-08-11,1767.0,1767.0,Active,365,-969,1,Expired,Standard (6-12mo),1794.0,1BR/1BA,715,27.0,1.51,0,,,,,,,,,,
T00891,U01130,Mark Dennis,clarkdavid@example.net,001-876-372-0191x116,2022-07-10,2024-01-09,1570.0,1570.0,Active,548,-818,1,Expired,Long-Term (>12mo),1636.0,1BR/1BA,750,66.0,4.03,0,2.0,2.0,0.0,0.0,3140.0,3140.0,100.0,100.0,0.0,Low Risk
T00892,U01132,Christopher Martinez,griffinjennifer@example.net,001-787-533-9304x9366,2022-06-28,2023-06-28,1812.0,1812.0,Notice to Vacate,365,-1013,1,Expired,Standard (6-12mo),1859.0,1BR/1BA,681,47.0,2.53,0,,,,,,,,,,
T00893,U01133,Mary Gibson,kimberly12@example.com,(711)240-8682,2021-11-01,2022-11-01,1640.0,1640.0,Active,365,-1252,1,Expired,Standard (6-12mo),1786.0,1BR/1BA,818,146.0,8.17,1,,,,,,,,,,
T00894,U01134,Erin Taylor,nicholas09@example.org,001-955-261-0399x529,2023-03-11,2024-09-09,1500.0,1500.0,Active,548,-574,1,Expired,Long-Term (>12mo),1552.0,1BR/1BA,777,52.0,3.35,0,10.0,10.0,0.0,0.0,15000.0,15000.0,100.0,100.0,0.0,Low Risk
T00895,U01135,Crystal Chavez,joshuacoleman@example.com,+1-658-356-4230,2023-09-07,2024-09-06,1719.0,1719.0,Notice to Vacate,365,-577,1,Expired,Standard (6-12mo),1924.0,1BR/1BA,791,205.0,10.65,1,10.0,10.0,0.0,0.0,17190.0,17190.0,100.0,100.0,0.0,Low Risk
T00896,U01137,Paula Johnson,bconrad@example.org,(292)973-8740x299,2023-05-26,2024-05-25,1653.0,1653.0,Active,365,-681,1,Expired,Standard (6-12mo),1842.0,1BR/1BA,694,189.0,10.26,1,6.0,6.0,0.0,0.0,9918.0,9918.0,100.0,100.0,0.0,Low Risk
T00897,U01138,Tracey Reynolds,gutierrezdavid@example.com,715.854.2034x03010,2022-10-24,2023-10-24,1635.0,1635.0,Active,365,-895,1,Expired,Standard (6-12mo),1813.0,1BR/1BA,749,178.0,9.82,1,,,,,,,,,,
T00898,U01140,Kristy Tate,yrichardson@example.com,+1-915-379-5546x234,2023-02-28,2024-02-28,1703.0,1703.0,Active,365,-768,1,Expired,Standard (6-12mo),1855.0,1BR/1BA,827,152.0,8.19,1,3.0,3.0,0.0,0.0,5109.0,5109.0,100.0,100.0,0.0,Low Risk
T00899,U01141,Robert Murray,rodriguezangela@example.org,410.830.6831x76417,2023-05-19,2024-11-17,1867.0,1867.0,Active,548,-505,1,Expired,Long-Term (>12mo),1938.0,1BR/1BA,737,71.0,3.66,0,12.0,11.0,0.0,1.0,22404.0,20537.0,91.67,91.67,35.0,High Risk
T00900,U01143,Kimberly Black,seth29@example.org,001-215-907-1380x6713,2023-04-28,2025-04-27,1840.0,1840.0,Active,730,-344,1,Expired,Long-Term (>12mo),1887.0,1BR/1BA,726,47.0,2.49,0,15.0,15.0,0.0,0.0,27600.0,27600.0,100.0,100.0,0.0,Low Risk
T00901,U01144,Evelyn Novak,michael84@example.com,736-921-3009x6258,2022-11-14,2023-11-14,1801.0,1801.0,Active,365,-874,1,Expired,Standard (6-12mo),1845.0,1BR/1BA,832,44.0,2.38,0,,,,,,,,,,
T00902,U01145,Jeffrey King,harrisanna@example.com,839.462.7466,2022-05-19,2023-11-18,1520.0,1520.0,Active,548,-870,1,Expired,Long-Term (>12mo),1634.0,1BR/1BA,701,114.0,6.98,1,,,,,,,,,,
T00903,U01146,Kevin Warren,hollyalvarez@example.org,2463661459,2023-10-16,2025-10-15,1594.0,1594.0,Active,730,-173,1,Expired,Long-Term (>12mo),1688.0,1BR/1BA,825,94.0,5.57,1,15.0,13.0,1.0,1.0,23910.0,21528.0,90.04,86.67,48.0,High Risk
T00904,U01148,Amber Chapman,qmartinez@example.org,2497388194,2023-12-27,2025-12-26,1789.0,1789.0,Active,730,-101,1,Expired,Long-Term (>12mo),1828.0,1BR/1BA,788,39.0,2.13,0,15.0,15.0,0.0,0.0,26835.0,26835.0,100.0,100.0,0.0,Low Risk
T00905,U01150,Zachary Jones,bobbybishop@example.net,5943976987,2023-02-27,2024-02-27,1830.0,1830.0,Active,365,-769,1,Expired,Standard (6-12mo),1927.0,1BR/1BA,796,97.0,5.03,1,3.0,3.0,0.0,0.0,5490.0,5490.0,100.0,100.0,0.0,Low Risk
T00906,U01151,Kevin Jennings,jreyes@example.net,616-561-2374x0779,2023-05-14,2025-05-13,1755.0,1755.0,Active,730,-328,1,Expired,Long-Term (>12mo),1849.0,1BR/1BA,822,94.0,5.08,1,15.0,15.0,0.0,0.0,26325.0,26325.0,100.0,100.0,0.0,Low Risk
T00907,U01152,Christopher Morris,jasonbarker@example.net,+1-499-249-9197x01426,2022-03-26,2023-03-26,1701.0,1701.0,Active,365,-1107,1,Expired,Standard (6-12mo),1873.0,1BR/1BA,758,172.0,9.18,1,,,,,,,,,,
T00908,U01153,Anthony Murray,danieljenkins@example.org,+1-904-418-1359x98989,2021-01-06,2022-01-06,1701.0,1701.0,Active,365,-1551,1,Expired,Standard (6-12mo),1702.0,1BR/1BA,656,1.0,0.06,0,,,,,,,,,,
T00909,U01154,Angela Wallace,simonamanda@example.net,001-448-401-8644,2021-02-05,2022-02-05,1569.0,1569.0,Active,365,-1521,1,Expired,Standard (6-12mo),1657.0,1BR/1BA,701,88.0,5.31,1,,,,,,,,,,
T00910,U01155,Jocelyn Beard,alejandra39@example.com,957.308.2004x80675,2021-10-01,2022-10-01,1464.0,1464.0,Active,365,-1283,1,Expired,Standard (6-12mo),1650.0,1BR/1BA,824,186.0,11.27,1,,,,,,,,,,
T00911,U01156,Catherine Lopez,evansrichard@example.net,+1-812-987-9429x68827,2022-12-17,2023-12-17,1817.0,1817.0,Active,365,-841,1,Expired,Standard (6-12mo),1851.0,1BR/1BA,702,34.0,1.84,0,1.0,1.0,0.0,0.0,1817.0,1817.0,100.0,100.0,0.0,Low Risk
T00912,U01158,Amber Williams,jerome14@example.org,001-461-956-0783,2021-10-13,2022-10-13,1727.0,1727.0,Active,365,-1271,1,Expired,Standard (6-12mo),1847.0,1BR/1BA,707,120.0,6.5,1,,,,,,,,,,
T00913,U01159,Steven Vazquez,mathewbennett@example.org,001-579-662-4096x49668,2024-02-04,2025-08-05,1595.0,1595.0,Active,548,-244,1,Expired,Long-Term (>12mo),1754.0,1BR/1BA,710,159.0,9.06,1,13.0,11.0,1.0,1.0,20735.0,18595.0,89.68,84.62,49.2,High Risk
T00914,U01160,Jessica Baker,edward70@example.org,+1-851-662-2593,2022-04-05,2023-04-05,1761.0,1761.0,Active,365,-1097,1,Expired,Standard (6-12mo),1816.0,1BR/1BA,827,55.0,3.03,0,,,,,,,,,,
T00915,U01161,Beth Shaw,josephross@example.net,339.806.2467x28799,2021-08-29,2022-08-29,1789.0,1789.0,Active,365,-1316,1,Expired,Standard (6-12mo),1933.0,1BR/1BA,756,144.0,7.45,1,,,,,,,,,,
T00916,U01162,Roy Davis,lewismaria@example.net,001-435-592-3613x37605,2021-02-23,2022-08-25,1453.0,1453.0,Active,548,-1320,1,Expired,Long-Term (>12mo),1572.0,1BR/1BA,791,119.0,7.57,1,,,,,,,,,,
T00917,U01163,David Hawkins,moraleskimberly@example.net,3258447241,2021-08-06,2023-08-06,1598.0,1598.0,Active,730,-974,1,Expired,Long-Term (>12mo),1798.0,1BR/1BA,701,200.0,11.12,1,,,,,,,,,,
T00918,U01164,Andre Lee,joshua96@example.com,277-218-2498,2024-05-01,2025-05-01,1619.0,1619.0,Active,365,-340,1,Expired,Standard (6-12mo),1832.0,1BR/1BA,812,213.0,11.63,1,10.0,9.0,1.0,0.0,16190.0,15410.0,95.18,90.0,16.0,Medium Risk
T00919,U01166,Julia Arnold,nelsonscott@example.com,513.859.2664x86989,2023-01-19,2024-01-19,1654.0,1654.0,Active,365,-808,1,Expired,Standard (6-12mo),1860.0,1BR/1BA,700,206.0,11.08,1,2.0,2.0,0.0,0.0,3308.0,3308.0,100.0,100.0,0.0,Low Risk
T00920,U01167,Kirsten Collins,sbradley@example.org,759-545-0119x29207,2021-06-07,2022-06-07,1537.0,1537.0,Active,365,-1399,1,Expired,Standard (6-12mo),1621.0,1BR/1BA,764,84.0,5.18,1,,,,,,,,,,
T00921,U01169,Jane Neal,daniel71@example.com,+1-603-798-8636x53621,2023-05-03,2024-05-02,1653.0,1653.0,Active,365,-704,1,Expired,Standard (6-12mo),1701.0,1BR/1BA,680,48.0,2.82,0,6.0,6.0,0.0,0.0,9918.0,9918.0,100.0,100.0,0.0,Low Risk
T00922,U01171,Anthony Washington,johnsondiana@example.net,824-889-4204x6648,2023-08-21,2024-08-20,1505.0,1505.0,Active,365,-594,1,Expired,Standard (6-12mo),1552.0,1BR/1BA,715,47.0,3.03,0,9.0,8.0,1.0,0.0,13545.0,13168.0,97.22,88.89,16.7,Medium Risk
T00923,U01175,Anthony Mccormick III,wilkinssarah@example.com,(257)875-8097x45338,2022-09-06,2024-03-07,1467.0,1467.0,Active,548,-760,1,Expired,Long-Term (>12mo),1579.0,1BR/1BA,741,112.0,7.09,1,4.0,3.0,0.0,1.0,5868.0,4401.0,75.0,75.0,45.0,High Risk
T00924,U01177,Scott Wood,yliu@example.org,+1-226-254-0165x9953,2022-11-22,2024-05-23,1816.0,1816.0,Active,548,-683,1,Expired,Long-Term (>12mo),1865.0,1BR/1BA,667,49.0,2.63,0,6.0,6.0,0.0,0.0,10896.0,10896.0,100.0,100.0,0.0,Low Risk
T00925,U01178,Megan Martin,davidhernandez@example.org,001-376-477-4625x91601,2021-01-28,2022-01-28,1577.0,1577.0,Active,365,-1529,1,Expired,Standard (6-12mo),1765.0,1BR/1BA,789,188.0,10.65,1,,,,,,,,,,
T00926,U01179,William Davis,amanda86@example.org,9804179867,2021-05-03,2022-05-03,1813.0,1813.0,Active,365,-1434,1,Expired,Standard (6-12mo),1903.0,1BR/1BA,706,90.0,4.73,0,,,,,,,,,,
T00927,U01181,Bob Lane,scott04@example.com,(264)526-1212,2021-12-22,2023-12-22,1565.0,1565.0,Active,730,-836,1,Expired,Long-Term (>12mo),1740.0,1BR/1BA,785,175.0,10.06,1,1.0,1.0,0.0,0.0,1565.0,1565.0,100.0,100.0,0.0,Low Risk
T00928,U01182,Crystal Wolf,bpeterson@example.com,001-496-680-7852x548,2023-03-23,2024-09-21,1748.0,1748.0,Active,548,-562,1,Expired,Long-Term (>12mo),1818.0,1BR/1BA,679,70.0,3.85,0,10.0,8.0,2.0,0.0,17480.0,16083.0,92.01,80.0,32.0,High Risk
T00929,U01183,Michael Neal,wesleyjohns@example.com,001-340-406-4454x75231,2023-07-20,2025-07-19,1733.0,1733.0,Active,730,-261,1,Expired,Long-Term (>12mo),1795.0,1BR/1BA,814,62.0,3.45,0,15.0,13.0,1.0,1.0,25995.0,24180.0,93.02,86.67,48.0,High Risk
T00930,U01184,Brittany Marquez,imitchell@example.net,001-579-817-7633x42720,2022-06-13,2024-06-12,1714.0,1714.0,Active,730,-663,1,Expired,Long-Term (>12mo),1823.0,1BR/1BA,660,109.0,5.98,1,7.0,7.0,0.0,0.0,11998.0,11998.0,100.0,100.0,0.0,Low Risk
T00931,U01185,Sally Hurst,jennifer80@example.org,+1-463-604-5306x935,2022-04-11,2023-10-11,1690.0,1690.0,Active,548,-908,1,Expired,Long-Term (>12mo),1704.0,1BR/1BA,679,14.0,0.82,0,,,,,,,,,,
T00932,U01187,Crystal Abbott,alexander18@example.org,001-667-678-4816x524,2022-07-11,2023-07-11,1886.0,1886.0,Active,365,-1000,1,Expired,Standard (6-12mo),2001.0,2BR/1BA,980,115.0,5.75,1,,,,,,,,,,
T00933,U01188,Tina Green,ibrown@example.org,+1-351-279-9378,2021-09-14,2022-09-14,1751.0,1751.0,Active,365,-1300,1,Expired,Standard (6-12mo),1887.0,2BR/1BA,1016,136.0,7.21,1,,,,,,,,,,
T00934,U01190,Marilyn Lozano,john91@example.org,+1-878-484-8699,2021-04-25,2022-04-25,1930.0,1930.0,Active,365,-1442,1,Expired,Standard (6-12mo),2082.0,2BR/1BA,851,152.0,7.3,1,,,,,,,,,,
T00935,U01191,Pamela George,victoria57@example.net,001-827-614-7246x301,2024-02-20,2026-02-19,1953.0,1953.0,Active,730,-46,1,Expired,Long-Term (>12mo),1991.0,2BR/1BA,1025,38.0,1.91,0,13.0,11.0,0.0,2.0,25389.0,21483.0,84.62,84.62,69.2,Critical
T00936,U01192,Carlos Harris,brittanymartin@example.org,491.521.8706,2023-08-18,2025-02-16,1994.0,1994.0,Active,548,-414,1,Expired,Long-Term (>12mo),2173.0,2BR/1BA,987,179.0,8.24,1,15.0,15.0,0.0,0.0,29910.0,29910.0,100.0,100.0,0.0,Low Risk
T00937,U01193,Ms. Kayla Williams,garymartinez@example.org,9238200186,2023-04-10,2024-10-09,1951.0,1951.0,Active,548,-544,1,Expired,Long-Term (>12mo),2168.0,2BR/1BA,1015,217.0,10.01,1,11.0,10.0,1.0,0.0,21461.0,21024.0,97.96,90.91,15.5,Medium Risk
T00938,U01194,Andrew Johnson,hespinoza@example.org,+1-514-635-6140,2023-01-31,2024-08-01,1813.0,1813.0,Active,548,-613,1,Expired,Long-Term (>12mo),2007.0,2BR/1BA,856,194.0,9.67,1,9.0,8.0,0.0,1.0,16317.0,14504.0,88.89,88.89,36.7,High Risk
T00939,U01195,Marie Davidson,lawrencekari@example.com,268-523-5469x510,2021-08-11,2022-08-11,1630.0,1630.0,Active,365,-1334,1,Expired,Standard (6-12mo),1833.0,2BR/1BA,872,203.0,11.07,1,,,,,,,,,,
T00940,U01196,Wendy Bryant,amoon@example.com,859-667-1500x666,2024-05-20,2025-05-20,1618.0,1618.0,Active,365,-321,1,Expired,Standard (6-12mo),1832.0,2BR/1BA,992,214.0,11.68,1,10.0,9.0,0.0,1.0,16180.0,14562.0,90.0,90.0,36.0,High Risk
T00941,U01197,Adam Holland,kerry11@example.net,640.978.5169,2022-08-01,2023-08-01,1866.0,1866.0,Active,365,-979,1,Expired,Standard (6-12mo),1975.0,2BR/1BA,954,109.0,5.52,1,,,,,,,,,,
T00942,U01198,Luis Richardson,russellkelley@example.com,+1-826-989-9962,2021-05-14,2022-05-14,1848.0,1848.0,Active,365,-1423,1,Expired,Standard (6-12mo),1942.0,2BR/1BA,960,94.0,4.84,0,,,,,,,,,,
T00943,U01200,Kelsey Fernandez,kennedywanda@example.net,+1-979-815-0596x2571,2022-09-26,2023-09-26,2025.0,2025.0,Active,365,-923,1,Expired,Standard (6-12mo),2140.0,2BR/1BA,866,115.0,5.37,1,,,,,,,,,,
T00944,U01202,Kurt Martinez,andersonnicole@example.com,789.482.6041x809,2021-03-08,2022-03-08,1761.0,1761.0,Active,365,-1490,1,Expired,Standard (6-12mo),1930.0,2BR/1BA,877,169.0,8.76,1,,,,,,,,,,
T00945,U01203,Rachel Ward,teresa17@example.com,441.627.4692x118,2024-03-13,2026-03-13,1628.0,1628.0,Active,730,-24,1,Expired,Long-Term (>12mo),1839.0,2BR/1BA,1005,211.0,11.47,1,12.0,12.0,0.0,0.0,19536.0,19536.0,100.0,100.0,0.0,Low Risk
T00946,U01204,Micheal Powell,ryanthompson@example.org,+1-375-789-1704x542,2023-09-18,2024-09-17,1922.0,1922.0,Notice to Vacate,365,-566,1,Expired,Standard (6-12mo),2170.0,2BR/1BA,951,248.0,11.43,1,10.0,8.0,1.0,1.0,19220.0,17116.0,89.05,80.0,52.0,High Risk
T00947,U01205,Jacqueline Bass,floreskimberly@example.org,2923257090,2021-07-10,2022-07-10,1797.0,1797.0,Active,365,-1366,1,Expired,Standard (6-12mo),2040.0,2BR/1BA,890,243.0,11.91,1,,,,,,,,,,
T00948,U01206,Colleen Padilla,robert07@example.org,724.672.8289,2023-01-01,2024-01-01,1923.0,1923.0,Active,365,-826,1,Expired,Standard (6-12mo),1933.0,2BR/1BA,989,10.0,0.52,0,2.0,2.0,0.0,0.0,3846.0,3846.0,100.0,100.0,0.0,Low Risk
T00949,U01207,Brandon Meyer,eugenegreen@example.com,912.361.6850,2023-10-22,2024-10-21,1932.0,1932.0,Active,365,-532,1,Expired,Standard (6-12mo),2105.0,2BR/1BA,926,173.0,8.22,1,11.0,9.0,0.0,2.0,21252.0,17388.0,81.82,81.82,70.9,Critical
T00950,U01208,Gregory Hart,davisautumn@example.org,+1-927-211-5261x053,2023-03-12,2024-03-11,2043.0,2043.0,Active,365,-756,1,Expired,Standard (6-12mo),2049.0,2BR/1BA,852,6.0,0.29,0,4.0,2.0,0.0,2.0,8172.0,4086.0,50.0,50.0,90.0,Critical
T00951,U01210,Brandy Williams,bjones@example.net,900-874-1894x85432,2021-07-19,2022-07-19,2108.0,2108.0,Active,365,-1357,1,Expired,Standard (6-12mo),2269.0,2BR/2BA,1050,161.0,7.1,1,,,,,,,,,,
T00952,U01211,Laura Grimes,mcooper@example.com,371-561-9827x348,2023-10-29,2024-10-28,2232.0,2232.0,Active,365,-525,1,Expired,Standard (6-12mo),2374.0,2BR/2BA,1003,142.0,5.98,1,12.0,10.0,1.0,1.0,26784.0,24277.0,90.64,83.33,50.0,High Risk
T00953,U01215,Molly Jones,martin25@example.net,+1-796-432-1743x57483,2021-11-04,2022-11-04,2306.0,2306.0,Notice to Vacate,365,-1249,1,Expired,Standard (6-12mo),2426.0,2BR/2BA,963,120.0,4.95,0,,,,,,,,,,
T00954,U01216,Antonio Atkins,bwilliams@example.com,698.434.4883,2023-02-22,2024-08-23,2162.0,2162.0,Active,548,-591,1,Expired,Long-Term (>12mo),2275.0,2BR/2BA,1115,113.0,4.97,0,9.0,9.0,0.0,0.0,19458.0,19458.0,100.0,100.0,0.0,Low Risk
T00955,U01218,Darren Morse,richard28@example.org,750-877-4065x79551,2021-03-18,2022-03-18,2227.0,2227.0,Active,365,-1480,1,Expired,Standard (6-12mo),2476.0,2BR/2BA,1074,249.0,10.06,1,,,,,,,,,,
T00956,U01219,Justin Daniel,wheeleramber@example.com,001-851-307-4091x31117,2023-08-07,2024-08-06,2296.0,2296.0,Active,365,-608,1,Expired,Standard (6-12mo),2328.0,2BR/2BA,1121,32.0,1.37,0,9.0,9.0,0.0,0.0,20664.0,20664.0,100.0,100.0,0.0,Low Risk
T00957,U01220,Melissa Thomas,janet76@example.org,+1-422-406-9535x41201,2021-07-11,2022-07-11,2007.0,2007.0,Active,365,-1365,1,Expired,Standard (6-12mo),2035.0,2BR/2BA,1108,28.0,1.38,0,,,,,,,,,,
T00958,U01221,Erik Leon,monica00@example.org,(201)951-5325x94795,2021-10-16,2022-10-16,2223.0,2223.0,Active,365,-1268,1,Expired,Standard (6-12mo),2225.0,2BR/2BA,1074,2.0,0.09,0,,,,,,,,,,
T00959,U01223,Tyler Vasquez,ipadilla@example.com,+1-680-559-5031x006,2023-10-25,2025-10-24,2402.0,2402.0,Active,730,-164,1,Expired,Long-Term (>12mo),2404.0,2BR/2BA,1043,2.0,0.08,0,15.0,13.0,1.0,1.0,36030.0,33301.0,92.43,86.67,48.0,High Risk
T00960,U01224,Patricia Smith,smithmichael@example.org,660.389.4118,2024-05-31,2026-05-31,2139.0,2139.0,Active,730,55,0,31-60 Days,Long-Term (>12mo),2157.0,2BR/2BA,951,18.0,0.83,0,9.0,7.0,2.0,0.0,19251.0,18107.0,94.06,77.78,33.3,High Risk
T00961,U01225,Wanda Rogers,susanhoward@example.org,(295)220-5610x067,2022-12-01,2024-06-01,2358.0,2358.0,Active,548,-674,1,Expired,Long-Term (>12mo),2420.0,2BR/2BA,1020,62.0,2.56,0,7.0,6.0,1.0,0.0,16506.0,15684.0,95.02,85.71,18.6,Medium Risk
T00962,U01226,Jeffrey Sloan,jonespaul@example.com,740.537.8423x3944,2022-11-26,2023-11-26,2060.0,2060.0,Active,365,-862,1,Expired,Standard (6-12mo),2231.0,2BR/2BA,1072,171.0,7.66,1,,,,,,,,,,
T00963,U01229,James Ellis,matthewsmith@example.org,+1-350-917-3654x2624,2023-06-02,2024-06-01,2104.0,2104.0,Active,365,-674,1,Expired,Standard (6-12mo),2132.0,2BR/2BA,1000,28.0,1.31,0,7.0,7.0,0.0,0.0,14728.0,14728.0,100.0,100.0,0.0,Low Risk
T00964,U01232,Catherine Brown,dorisarmstrong@example.org,234.851.1009,2023-03-05,2024-03-04,2159.0,2159.0,Active,365,-763,1,Expired,Standard (6-12mo),2385.0,2BR/2BA,1053,226.0,9.48,1,4.0,4.0,0.0,0.0,8636.0,8636.0,100.0,100.0,0.0,Low Risk
T00965,U01233,Amber Sanchez,pdixon@example.org,(211)666-7329,2024-05-27,2025-05-27,2119.0,2119.0,Notice to Vacate,365,-314,1,Expired,Standard (6-12mo),2130.0,2BR/2BA,1091,11.0,0.52,0,10.0,9.0,1.0,0.0,21190.0,20286.0,95.73,90.0,16.0,Medium Risk
T00966,U01234,Felicia Hester,kcook@example.net,+1-875-692-1299,2024-03-07,2025-09-06,2129.0,2129.0,Active,548,-212,1,Expired,Long-Term (>12mo),2388.0,2BR/2BA,1117,259.0,10.85,1,12.0,10.0,2.0,0.0,25548.0,24226.0,94.83,83.33,30.0,Medium Risk
T00967,U01235,Anthony Ashley,robertbrock@example.org,9279558214,2021-01-31,2022-01-31,2377.0,2377.0,Active,365,-1526,1,Expired,Standard (6-12mo),2446.0,2BR/2BA,1007,69.0,2.82,0,,,,,,,,,,
T00968,U01236,Melissa Martinez,zwilson@example.com,(438)302-3621,2022-09-26,2024-09-25,2197.0,2197.0,Active,730,-558,1,Expired,Long-Term (>12mo),2232.0,2BR/2BA,984,35.0,1.57,0,10.0,10.0,0.0,0.0,21970.0,21970.0,100.0,100.0,0.0,Low Risk
T00969,U01237,Thomas Floyd,rsharp@example.com,001-716-711-8638,2021-06-28,2022-12-28,1945.0,1945.0,Active,548,-1195,1,Expired,Long-Term (>12mo),2182.0,2BR/2BA,1051,237.0,10.86,1,,,,,,,,,,
T00970,U01238,Angela Chapman,ashley77@example.org,001-516-388-0053x789,2022-10-05,2023-10-05,2323.0,2323.0,Active,365,-914,1,Expired,Standard (6-12mo),2342.0,2BR/2BA,1107,19.0,0.81,0,,,,,,,,,,
T00971,U01240,Jaime Bender,znolan@example.net,454-501-8227x200,2021-11-27,2022-11-27,2226.0,2226.0,Notice to Vacate,365,-1226,1,Expired,Standard (6-12mo),2436.0,2BR/2BA,1118,210.0,8.62,1,,,,,,,,,,
T00972,U01241,Kimberly Garrett,derekdougherty@example.org,714-547-4328x116,2023-01-15,2024-01-15,1799.0,1799.0,Active,365,-812,1,Expired,Standard (6-12mo),2020.0,2BR/2BA,1041,221.0,10.94,1,2.0,2.0,0.0,0.0,3598.0,3598.0,100.0,100.0,0.0,Low Risk
T00973,U01242,Megan Fitzgerald,andersoncynthia@example.org,523-222-7752x135,2022-01-02,2023-07-04,1942.0,1942.0,Active,548,-1007,1,Expired,Long-Term (>12mo),2132.0,2BR/2BA,966,190.0,8.91,1,,,,,,,,,,
T00974,U01243,Olivia Gordon,drogers@example.com,863-300-5937x775,2023-08-28,2024-08-27,2043.0,2043.0,Active,365,-587,1,Expired,Standard (6-12mo),2103.0,2BR/2BA,1121,60.0,2.85,0,9.0,8.0,1.0,0.0,18387.0,18082.0,98.34,88.89,16.7,Medium Risk
T00975,U01244,Courtney Tate,pearsonvicki@example.org,(517)646-9029x83104,2023-06-25,2024-06-24,2441.0,2441.0,Active,365,-651,1,Expired,Standard (6-12mo),2459.0,2BR/2BA,1070,18.0,0.73,0,7.0,6.0,0.0,1.0,17087.0,14646.0,85.71,85.71,38.6,High Risk
T00976,U01246,James Martin,solisjames@example.org,(570)880-5685x66706,2024-03-10,2025-09-09,2137.0,2137.0,Active,548,-209,1,Expired,Long-Term (>12mo),2415.0,2BR/2BA,1112,278.0,11.51,1,12.0,10.0,2.0,0.0,25644.0,24623.0,96.02,83.33,30.0,Medium Risk
T00977,U01247,Angela Hunt,dcox@example.com,001-644-540-7663,2022-08-11,2024-02-10,2111.0,2111.0,Active,548,-786,1,Expired,Long-Term (>12mo),2272.0,2BR/2BA,1098,161.0,7.09,1,3.0,2.0,1.0,0.0,6333.0,6241.0,98.55,66.67,30.0,Medium Risk
T00978,U01248,Latoya Cooper,deborah62@example.com,422.662.6114,2021-09-22,2023-03-24,2023.0,2023.0,Active,548,-1109,1,Expired,Long-Term (>12mo),2189.0,2BR/2BA,1117,166.0,7.58,1,,,,,,,,,,
T00979,U01250,Jason Taylor,shelley85@example.com,+1-521-688-0879x91962,2022-10-05,2023-10-05,1937.0,1937.0,Notice to Vacate,365,-914,1,Expired,Standard (6-12mo),2176.0,2BR/2BA,1053,239.0,10.98,1,,,,,,,,,,
T00980,U01252,Michelle Barrett,mbaker@example.net,532-247-2505x83334,2023-04-27,2025-04-26,2074.0,2074.0,Active,730,-345,1,Expired,Long-Term (>12mo),2220.0,2BR/2BA,985,146.0,6.58,1,15.0,12.0,1.0,2.0,31110.0,26557.0,85.36,80.0,82.0,Critical
